,date,source,medium,campaign,cost,impressions,clicks,users,revenue,conversion_rate,bounce_rate,time_on_site,device_type,browser,satisfaction_score,feedback_score,scores,anomaly
739,2021-05-13,google,none,chrome_launch_switch,78.06,7791,7168,160,957.72,22.0,16%,3m 30s,Desktop,Safari,1,5,0.0799450672137424,1
740,2021-05-24,google,referral,referral,76.33,5585,5855,685,362.17,28.0,7%,8m 30s,Mobile,Firefox,1,3,0.043463208726936764,1
741,2021-10-14,enterprisemarketingportal,referral,organic,84.92,195,8794,715,707.34,2.0,15%,10m 23s,Desktop,Firefox,5,3,-0.010372824038762718,-1
742,2021-06-21,brightedge,referral,organic,40.12,6018,1102,60,947.27,3.0,23%,5m 36s,Mobile,Chrome,3,5,0.0577890314890559,1
743,2021-07-30,referral,organic,chrome_launch_switch,76.64,1360,2504,223,879.93,29.0,6%,4m 51s,Desktop,Safari,4,4,0.03173920686078624,1
744,2023-07-17,google,none,organic,14.48,7947,3270,728,533.8,2.0,18%,4m 15s,Mobile,Firefox,1,5,0.013681551073561726,1
745,2022-06-11,enterprisemarketingportal,referral,chrome_launch_switch,86.8,6815,7735,380,244.73,18.0,15%,10m 50s,Mobile,Safari,4,5,0.06878907114268096,1
746,2023-07-13,brightedge,referral,referral,37.48,4770,3614,929,589.66,24.0,19%,4m 14s,Desktop,Chrome,1,5,0.0881966699827032,1
747,2023-04-09,brightedge,none,direct,93.48,5700,3753,318,521.95,27.0,16%,7m 54s,Desktop,Chrome,2,5,0.031016979139689704,1
748,2022-03-07,referral,paid,chrome_launch_switch,46.89,8631,3900,491,584.63,3.0,12%,6m 47s,Mobile,Chrome,4,3,0.0363819635775694,1
749,2022-12-04,referral,referral,organic,66.91,6709,5778,537,763.25,25.0,23%,9m 45s,Desktop,Chrome,4,3,0.07828681286762784,1
750,2022-01-31,google,paid,chrome_launch_switch,22.16,3244,5185,633,83.41,21.0,18%,8m 48s,Mobile,Chrome,4,3,0.08082282705249844,1
751,2023-11-23,referral,referral,organic,81.98,4118,3093,485,968.88,15.0,12%,6m 47s,Mobile,Safari,4,4,0.10844524731074612,1
752,2022-10-07,referral,none,chrome_launch_switch,88.98,9400,2027,214,596.8,13.0,14%,1m 59s,Mobile,Safari,2,5,0.03714149684289969,1
753,2024-01-10,brightedge,organic,organic,18.35,1030,1426,701,971.2,2.0,8%,4m 9s,Mobile,Chrome,1,5,0.008563028096587932,1
754,2023-03-02,brightedge,organic,direct,86.46,9758,1825,301,384.67,17.0,14%,8m 29s,Desktop,Safari,4,5,0.022671765965261437,1
755,2021-08-03,referral,organic,organic,73.66,5854,7558,872,794.83,21.0,25%,3m 12s,Desktop,Safari,2,3,0.08589725667536785,1
756,2021-07-19,google,none,organic,69.12,2692,7356,522,624.23,26.0,7%,8m 32s,Mobile,Chrome,1,4,0.07567494883676418,1
757,2023-05-08,brightedge,paid,chrome_launch_switch,48.35,2044,572,212,989.46,9.0,17%,6m 45s,Mobile,Chrome,2,3,0.07916776005727344,1
758,2023-05-20,brightedge,organic,chrome_launch_switch,39.58,3983,4691,744,920.71,22.0,9%,2m 30s,Mobile,Firefox,3,4,0.1116554727531976,1
759,2021-11-07,brightedge,referral,chrome_launch_switch,44.21,527,7967,452,543.56,20.0,18%,6m 33s,Mobile,Safari,5,3,0.04589622142845373,1
760,2022-03-17,referral,organic,referral,42.73,7723,303,74,411.73,4.0,23%,6m 51s,Desktop,Chrome,4,5,0.06298967022712854,1
761,2023-08-09,enterprisemarketingportal,organic,referral,88.89,2493,4911,639,271.44,23.0,21%,5m 12s,Desktop,Safari,1,5,0.06253939078042181,1
762,2023-06-15,referral,paid,referral,77.15,3466,640,274,219.28,21.0,16%,10m 12s,Mobile,Firefox,3,4,0.11322084012445915,1
763,2022-04-04,enterprisemarketingportal,none,direct,44.53,9571,3384,607,800.49,3.0,23%,3m 33s,Mobile,Safari,2,4,0.033556918297457106,1
764,2024-01-07,referral,referral,referral,11.7,228,5426,995,395.61,10.0,9%,10m 29s,Mobile,Chrome,5,3,-0.004595798031085674,-1
765,2023-11-30,enterprisemarketingportal,organic,organic,23.06,9463,8846,611,528.52,8.0,12%,5m 30s,Mobile,Chrome,1,3,0.03819112405436775,1
766,2023-10-13,enterprisemarketingportal,referral,organic,29.61,8071,8845,84,60.22,1.0,15%,5m 42s,Mobile,Chrome,4,5,0.012268265888424223,1
767,2023-09-21,referral,referral,organic,80.06,8010,8403,178,825.8,9.0,10%,6m 17s,Desktop,Firefox,1,4,0.09970151415599426,1
768,2022-05-02,brightedge,organic,referral,27.82,9388,3252,17,21.89,1.0,14%,9m 13s,Mobile,Safari,4,3,-0.01932970665268552,-1
769,2022-12-15,google,none,chrome_launch_switch,92.87,5661,5734,475,361.71,12.0,7%,10m 38s,Desktop,Firefox,2,5,0.05213219972400562,1
770,2022-10-22,referral,organic,chrome_launch_switch,73.55,7808,3167,854,242.62,28.0,15%,2m 55s,Desktop,Firefox,1,5,0.059446054087830325,1
771,2021-11-09,google,none,direct,12.38,3485,1454,612,58.18,14.0,24%,8m 35s,Desktop,Safari,1,3,0.06538108633146533,1
772,2022-11-08,referral,none,chrome_launch_switch,11.15,9136,2079,622,324.33,18.0,18%,8m 55s,Mobile,Safari,5,5,0.04494222566724326,1
773,2023-07-17,google,none,direct,70.96,2878,5180,832,149.03,15.0,21%,7m 30s,Mobile,Chrome,5,5,0.093895251181279,1
774,2021-09-22,enterprisemarketingportal,none,referral,19.18,8980,902,613,525.13,18.0,21%,3m 14s,Desktop,Firefox,3,5,0.052128735414282645,1
775,2023-05-07,enterprisemarketingportal,paid,chrome_launch_switch,18.7,1296,5250,715,389.36,2.0,9%,10m 29s,Mobile,Safari,1,4,0.036231386863623816,1
776,2023-12-29,google,none,chrome_launch_switch,18.24,4253,8618,554,375.23,6.0,6%,9m 39s,Mobile,Firefox,2,3,0.05895109280697952,1
777,2023-05-16,referral,organic,organic,17.05,2574,1302,782,455.48,1.0,14%,7m 4s,Desktop,Chrome,4,3,0.005322809655887273,1
778,2021-07-03,enterprisemarketingportal,referral,chrome_launch_switch,56.3,1447,2103,646,747.92,12.0,15%,8m 52s,Mobile,Chrome,3,3,0.08176166042937927,1
779,2023-10-28,google,none,referral,76.3,8837,1133,309,957.75,16.0,24%,8m 25s,Desktop,Firefox,5,4,0.10470468863147558,1
780,2021-11-14,referral,organic,chrome_launch_switch,66.42,3683,1385,983,353.69,12.0,10%,10m 52s,Desktop,Firefox,1,3,0.09702704090443559,1
781,2022-02-13,referral,paid,referral,54.77,5099,6469,540,167.84,16.0,7%,4m 26s,Desktop,Firefox,4,5,0.10248646982793619,1
782,2023-12-21,referral,organic,organic,11.26,7046,205,526,125.6,9.0,12%,5m 26s,Desktop,Firefox,3,4,0.07376169196824534,1
783,2023-06-22,referral,none,direct,66.51,4098,2789,588,948.27,5.0,24%,2m 15s,Mobile,Firefox,5,5,0.07820026707662242,1
784,2021-06-04,enterprisemarketingportal,paid,chrome_launch_switch,7.96,9498,6569,361,652.95,15.0,17%,5m 16s,Mobile,Chrome,4,4,0.04737714510056268,1
785,2023-09-21,referral,referral,organic,76.41,72,8525,932,521.82,6.0,20%,8m 9s,Desktop,Safari,3,5,0.01635317664930125,1
786,2021-07-25,enterprisemarketingportal,organic,referral,28.03,7134,8005,176,786.41,22.0,14%,10m 31s,Desktop,Chrome,5,4,0.10509962525440547,1
787,2021-12-18,referral,referral,referral,35.93,9668,937,458,359.03,29.0,18%,8m 17s,Mobile,Chrome,1,3,-0.006497795493124792,-1
788,2021-03-03,google,organic,organic,98.1,1489,637,333,286.55,30.0,19%,7m 48s,Desktop,Chrome,3,4,-0.028184152469413526,-1
789,2021-12-25,google,none,direct,43.67,2265,1182,886,574.19,23.0,5%,6m 46s,Mobile,Firefox,4,3,0.07399499843958668,1
790,2022-10-30,enterprisemarketingportal,none,chrome_launch_switch,62.69,654,2371,202,974.9,13.0,25%,1m 35s,Desktop,Firefox,5,5,0.05869192959231395,1
791,2023-08-06,google,paid,referral,2.57,4841,5867,413,227.98,29.0,20%,2m 44s,Mobile,Firefox,4,3,-0.018642931968223198,-1
792,2023-06-20,brightedge,none,organic,83.54,3885,6663,696,143.76,23.0,25%,6m 20s,Mobile,Firefox,5,3,0.07356496314264371,1
793,2021-03-09,brightedge,none,referral,12.79,3165,7798,995,780.38,20.0,8%,4m 44s,Desktop,Chrome,4,4,0.08704966277384485,1
794,2023-10-05,enterprisemarketingportal,referral,referral,70.53,7390,3053,446,190.28,16.0,23%,8m 1s,Mobile,Safari,5,3,0.08271503624061938,1
795,2021-12-15,brightedge,organic,organic,33.84,2349,4347,265,810.05,2.0,17%,3m 32s,Mobile,Firefox,1,3,0.04460939111702844,1
796,2022-12-18,enterprisemarketingportal,organic,referral,7.57,6610,5755,995,553.55,23.0,13%,1m 52s,Mobile,Firefox,2,3,0.04391467937672722,1
797,2022-07-09,google,paid,chrome_launch_switch,72.75,1787,3241,840,402.29,26.0,11%,8m 25s,Desktop,Safari,5,5,0.04607857231764656,1
798,2023-10-02,brightedge,none,direct,18.39,3002,3422,2,130.95,21.0,21%,3m 54s,Desktop,Firefox,5,3,0.07173626081537376,1
799,2022-01-08,brightedge,paid,chrome_launch_switch,78.16,7424,1692,810,207.4,19.0,9%,4m 30s,Desktop,Firefox,5,4,0.10569096311014253,1
800,2021-12-22,google,paid,direct,87.0,6494,8299,604,786.33,8.0,18%,5m 21s,Mobile,Firefox,4,5,0.07585558838195672,1
801,2023-05-13,referral,organic,referral,61.46,1035,2760,670,163.63,4.0,8%,1m 6s,Mobile,Firefox,5,5,0.048804691343529716,1
802,2021-01-28,enterprisemarketingportal,referral,organic,36.97,3528,1401,47,848.06,22.0,18%,1m 51s,Mobile,Chrome,1,4,0.10582076113937167,1
803,2021-12-03,google,organic,organic,93.61,9801,4436,121,569.85,22.0,17%,4m 15s,Mobile,Safari,2,5,-0.00720255812764925,-1
804,2022-05-23,google,paid,organic,91.62,3083,8232,37,796.46,29.0,18%,7m 7s,Mobile,Firefox,2,4,0.03519998140730718,1
805,2021-03-28,enterprisemarketingportal,organic,chrome_launch_switch,19.82,8150,2633,382,186.14,29.0,6%,2m 58s,Desktop,Firefox,2,3,0.012242024299477294,1
806,2021-08-17,brightedge,paid,referral,67.68,7798,2218,80,285.89,25.0,22%,5m 39s,Mobile,Firefox,4,3,0.07073317715612826,1
807,2023-02-16,referral,referral,organic,18.01,4557,4844,252,113.33,16.0,25%,9m 26s,Desktop,Chrome,2,5,0.07229667345032498,1
808,2022-08-13,brightedge,referral,organic,58.06,4184,530,984,96.04,1.0,15%,3m 13s,Desktop,Firefox,3,3,0.03170305911279736,1
809,2023-11-18,brightedge,organic,organic,69.7,1116,1948,195,958.24,12.0,9%,4m 14s,Mobile,Chrome,4,3,0.07164758326086906,1
810,2023-12-17,google,referral,organic,66.13,8629,4927,162,146.73,14.0,6%,9m 43s,Mobile,Safari,1,4,0.1144905237267928,1
811,2023-06-11,enterprisemarketingportal,none,organic,24.47,9712,8125,138,592.72,17.0,8%,4m 12s,Desktop,Chrome,2,4,0.07189748724021439,1
812,2021-07-25,referral,paid,direct,24.37,2037,8583,266,212.64,26.0,24%,4m 6s,Mobile,Safari,3,4,0.0647259941812981,1
813,2021-06-18,enterprisemarketingportal,none,chrome_launch_switch,79.53,8002,4909,148,350.9,28.0,5%,10m 52s,Desktop,Chrome,4,5,0.05188568946127847,1
814,2021-09-04,google,organic,direct,69.26,681,8109,703,958.33,1.0,23%,3m 27s,Mobile,Safari,2,5,0.009177451042101215,1
815,2023-06-05,enterprisemarketingportal,none,direct,68.98,3249,3213,933,249.58,4.0,6%,2m 53s,Desktop,Firefox,4,4,0.0692040033402852,1
816,2021-03-01,enterprisemarketingportal,organic,referral,4.5,9815,5565,122,805.81,7.0,17%,10m 9s,Desktop,Chrome,2,5,-0.01928837286788354,-1
817,2023-10-25,enterprisemarketingportal,referral,referral,2.36,3138,335,646,457.62,2.0,7%,8m 59s,Mobile,Chrome,5,4,0.005277796359178688,1
818,2022-10-08,referral,referral,referral,9.09,9888,7102,822,434.31,27.0,23%,3m 21s,Mobile,Safari,5,4,0.0017249722540263468,1
819,2023-12-06,referral,organic,chrome_launch_switch,63.67,6343,21,57,229.5,19.0,11%,6m 59s,Desktop,Safari,3,3,0.08961924375937769,1
820,2023-08-02,google,organic,organic,73.41,4015,4962,104,305.55,23.0,8%,8m 52s,Mobile,Safari,3,5,0.09162137316566366,1
821,2023-05-23,referral,referral,direct,78.37,5712,528,854,285.58,14.0,10%,2m 44s,Mobile,Firefox,5,4,0.11118876415559054,1
822,2021-01-19,referral,organic,referral,53.06,2213,7267,639,576.62,19.0,12%,6m 21s,Desktop,Safari,4,4,0.10057866652691377,1
823,2022-05-26,brightedge,organic,organic,23.67,7600,5140,841,642.22,21.0,7%,6m 15s,Desktop,Chrome,3,5,0.08632702756190425,1
824,2023-06-15,brightedge,referral,referral,3.32,2664,5266,428,310.39,16.0,10%,5m 10s,Mobile,Safari,1,5,0.03980159390299909,1
825,2021-02-20,referral,paid,direct,64.41,5945,7035,445,428.18,17.0,5%,2m 31s,Desktop,Safari,5,4,0.12679637963552393,1
826,2022-03-19,brightedge,organic,referral,54.01,8274,534,345,579.58,15.0,19%,4m 20s,Mobile,Safari,3,5,0.09181330952480415,1
827,2022-02-05,referral,referral,referral,72.62,923,956,546,494.09,30.0,8%,9m 34s,Desktop,Chrome,3,5,-0.005409919407364572,-1
828,2023-01-14,brightedge,organic,direct,64.87,749,8831,361,365.65,10.0,8%,2m 56s,Desktop,Safari,4,4,0.06977266407847726,1
829,2021-11-15,brightedge,paid,chrome_launch_switch,40.77,5355,3665,275,239.83,6.0,23%,1m 40s,Mobile,Safari,2,5,0.07824265167563194,1
830,2023-05-03,google,organic,organic,53.94,8787,8333,660,372.11,15.0,6%,4m 12s,Mobile,Firefox,2,4,0.11844390835285584,1
831,2022-05-22,enterprisemarketingportal,none,direct,96.81,7585,820,556,374.36,29.0,5%,4m 30s,Desktop,Firefox,1,4,0.0029158052018453118,1
832,2021-01-23,google,organic,organic,85.92,1855,1581,398,982.41,4.0,14%,10m 56s,Desktop,Chrome,3,3,0.044254999295238795,1
833,2021-04-24,referral,paid,organic,87.39,4734,7799,74,595.32,11.0,13%,3m 30s,Desktop,Firefox,3,4,0.0849661251451766,1
834,2022-03-31,enterprisemarketingportal,organic,chrome_launch_switch,28.29,1580,4563,934,977.34,24.0,19%,4m 20s,Mobile,Chrome,1,5,0.05758643010690978,1
835,2021-12-19,referral,paid,referral,29.06,474,1750,958,525.41,4.0,9%,3m 22s,Desktop,Firefox,3,5,0.01663154247920473,1
836,2023-03-21,google,organic,direct,63.82,8122,2574,208,298.36,9.0,5%,5m 9s,Mobile,Chrome,4,4,0.10975771334024886,1
837,2021-12-05,google,organic,referral,83.18,6449,4871,222,417.01,23.0,15%,3m 35s,Desktop,Safari,3,3,0.07027299117264207,1
838,2022-07-08,brightedge,paid,direct,85.28,7306,6029,212,988.19,23.0,7%,3m 28s,Desktop,Chrome,2,4,0.09481733500644263,1
839,2023-02-25,enterprisemarketingportal,none,referral,55.92,8355,4569,329,301.83,7.0,9%,1m 36s,Mobile,Firefox,2,4,0.09947295092979291,1
840,2023-03-18,referral,referral,referral,91.77,858,149,689,523.55,24.0,8%,9m 42s,Desktop,Safari,3,3,0.01364987546041585,1
841,2022-01-11,brightedge,paid,organic,18.6,2645,4630,206,405.23,30.0,21%,9m 52s,Desktop,Safari,1,4,0.01747095350767114,1
842,2021-06-06,brightedge,referral,chrome_launch_switch,84.46,1186,1579,995,587.75,1.0,11%,10m 25s,Mobile,Firefox,3,3,0.0032392799862097643,1
843,2021-04-26,google,none,chrome_launch_switch,81.77,908,2726,105,556.34,22.0,13%,6m 1s,Desktop,Firefox,3,3,0.039105294978017624,1
844,2022-05-15,google,none,referral,37.36,8016,1292,502,645.49,12.0,5%,2m 11s,Mobile,Chrome,1,3,0.10039963304065835,1
845,2022-04-10,referral,referral,direct,87.52,9960,1004,621,844.56,29.0,8%,5m 8s,Mobile,Chrome,4,5,-0.02667804649080152,-1
846,2021-08-18,google,referral,direct,65.41,203,5649,226,403.63,9.0,14%,9m 39s,Mobile,Firefox,5,5,0.0374454230073874,1
847,2023-08-28,referral,organic,chrome_launch_switch,52.89,5909,5267,777,845.38,24.0,6%,5m 23s,Desktop,Safari,1,5,0.08515715686163827,1
848,2021-12-27,brightedge,organic,chrome_launch_switch,27.66,8526,3523,231,420.94,12.0,22%,3m 31s,Desktop,Chrome,1,3,0.0858891858326496,1
849,2023-06-24,enterprisemarketingportal,none,referral,88.25,9537,1144,972,106.7,28.0,10%,1m 34s,Desktop,Firefox,1,4,0.026334896394366925,1
850,2023-12-02,brightedge,referral,organic,59.16,4094,3606,632,622.38,26.0,11%,9m 58s,Mobile,Safari,1,3,0.07300086518906468,1
851,2021-07-31,enterprisemarketingportal,paid,direct,75.42,9817,6954,367,493.09,4.0,20%,10m 11s,Desktop,Safari,4,4,0.023430938564051873,1
852,2023-12-09,referral,organic,referral,29.74,5675,5002,949,239.95,5.0,7%,3m 27s,Desktop,Chrome,3,3,0.07127339941877309,1
853,2021-07-08,brightedge,referral,chrome_launch_switch,99.93,5274,8502,940,250.62,8.0,18%,10m 56s,Mobile,Firefox,3,3,0.04956208298956155,1
854,2023-12-25,enterprisemarketingportal,paid,referral,26.16,5912,2469,907,461.72,26.0,19%,9m 42s,Desktop,Firefox,2,5,0.05950565887114978,1
855,2022-01-12,brightedge,none,direct,51.98,3096,2045,644,628.89,6.0,9%,5m 42s,Mobile,Safari,5,5,0.08912413185241269,1
856,2022-01-25,brightedge,paid,referral,25.17,3038,1998,190,20.42,9.0,17%,5m 45s,Mobile,Safari,2,5,0.0711291548809917,1
857,2023-05-10,brightedge,none,direct,36.79,1858,8868,264,179.46,12.0,18%,9m 36s,Desktop,Firefox,1,4,0.08192637734737174,1
858,2021-05-15,enterprisemarketingportal,referral,direct,85.73,2089,725,738,343.63,27.0,16%,9m 9s,Mobile,Safari,5,3,0.03223121494299652,1
859,2021-01-30,enterprisemarketingportal,none,referral,46.07,9796,1891,729,749.4,3.0,14%,8m 14s,Mobile,Safari,5,4,0.025178496182973187,1
860,2021-09-17,referral,referral,organic,53.32,1708,8794,883,859.81,15.0,14%,9m 32s,Mobile,Firefox,5,5,0.08173682554582073,1
861,2021-02-05,enterprisemarketingportal,paid,direct,56.48,3503,3173,548,98.07,29.0,16%,6m 54s,Desktop,Firefox,1,4,0.05885939780426308,1
862,2022-08-16,brightedge,referral,organic,79.74,5112,8368,597,264.96,8.0,10%,3m 40s,Mobile,Chrome,5,4,0.09962673071610723,1
863,2021-11-02,google,paid,direct,62.43,7924,2151,467,724.35,4.0,8%,9m 48s,Mobile,Safari,1,5,0.05477859030324139,1
864,2023-03-29,google,paid,chrome_launch_switch,88.28,401,8950,355,390.69,22.0,16%,5m 44s,Mobile,Firefox,1,4,0.03867437086679726,1
865,2022-12-13,enterprisemarketingportal,none,direct,26.49,6579,2495,559,600.48,2.0,10%,10m 13s,Mobile,Safari,1,4,0.047479913978027644,1
866,2023-10-09,brightedge,organic,organic,86.5,961,7012,78,876.7,28.0,12%,2m 16s,Mobile,Firefox,5,3,0.011960737734393434,1
867,2022-06-15,referral,referral,referral,85.5,4134,2000,692,625.84,18.0,6%,9m 6s,Desktop,Safari,3,3,0.08023529222852888,1
868,2022-06-27,referral,organic,referral,94.13,2370,4175,345,536.51,1.0,11%,5m 19s,Mobile,Firefox,2,3,0.007537321812826847,1
869,2023-01-22,enterprisemarketingportal,organic,organic,30.78,7122,6839,96,179.54,3.0,10%,1m 31s,Desktop,Firefox,4,5,0.04311609563561214,1
870,2023-12-04,brightedge,organic,referral,89.87,2250,4264,952,471.83,10.0,9%,7m 4s,Desktop,Chrome,5,4,0.06746834086337494,1
871,2021-11-17,referral,none,referral,6.08,9390,3222,415,261.79,29.0,9%,6m 11s,Mobile,Firefox,1,5,-0.03300436429044551,-1
872,2022-11-09,google,paid,chrome_launch_switch,88.4,2015,7699,529,169.83,5.0,16%,3m 33s,Mobile,Chrome,5,5,0.03784523301960885,1
873,2022-12-21,enterprisemarketingportal,paid,chrome_launch_switch,12.23,1506,5045,966,682.37,14.0,17%,8m 51s,Desktop,Firefox,3,3,0.04481770100655991,1
874,2021-03-20,referral,organic,referral,86.14,8545,5876,704,861.42,13.0,16%,1m 43s,Desktop,Firefox,3,3,0.07036305162627643,1
875,2021-07-27,enterprisemarketingportal,paid,chrome_launch_switch,88.6,6246,2242,769,538.85,26.0,23%,5m 8s,Mobile,Safari,5,5,0.0459396591437079,1
876,2023-01-10,google,none,referral,75.85,2318,4903,155,664.6,23.0,21%,3m 37s,Mobile,Chrome,2,5,0.07808109682147157,1
877,2023-01-06,google,referral,organic,86.29,9928,1874,789,553.39,18.0,16%,2m 38s,Desktop,Safari,2,4,0.04232748498565864,1
878,2022-11-28,google,referral,referral,82.23,8288,596,870,807.03,26.0,12%,4m 58s,Mobile,Chrome,3,5,0.05007981524479965,1
879,2023-12-05,referral,none,organic,83.57,2351,5623,87,857.79,6.0,9%,8m 29s,Desktop,Chrome,4,3,0.06462898715624188,1
880,2021-05-02,brightedge,organic,organic,66.53,4643,584,557,934.25,30.0,23%,6m 12s,Desktop,Safari,3,3,0.018426386254481786,1
881,2022-07-12,enterprisemarketingportal,none,chrome_launch_switch,40.97,3184,6241,75,238.06,20.0,23%,9m 48s,Desktop,Chrome,1,3,0.09285699964367039,1
882,2022-01-08,google,referral,chrome_launch_switch,82.18,4620,1984,426,495.69,13.0,25%,8m 3s,Desktop,Safari,2,4,0.09918435115608903,1
883,2022-08-31,google,none,direct,61.12,103,7254,381,828.51,2.0,13%,5m 57s,Mobile,Firefox,5,5,-0.000681661732272687,-1
884,2022-02-11,enterprisemarketingportal,organic,chrome_launch_switch,58.19,458,7283,384,130.1,10.0,12%,7m 17s,Mobile,Firefox,1,4,0.057045178142745456,1
885,2022-10-29,brightedge,referral,chrome_launch_switch,6.16,3611,3627,55,529.69,10.0,6%,4m 39s,Desktop,Safari,3,3,0.04608688865001154,1
886,2021-09-19,google,referral,direct,86.64,504,6681,30,541.66,30.0,25%,3m 27s,Mobile,Chrome,3,3,-0.03978062712344088,-1
887,2024-01-06,brightedge,referral,direct,18.3,4527,8965,351,290.42,19.0,19%,4m 35s,Mobile,Firefox,3,3,0.08475993245519431,1
888,2023-02-28,enterprisemarketingportal,organic,organic,9.88,1335,7721,707,129.27,6.0,17%,2m 27s,Mobile,Chrome,2,3,0.019157318097100307,1
889,2021-06-29,referral,paid,organic,7.71,378,7947,847,271.83,27.0,14%,6m 44s,Desktop,Safari,4,4,0.013452739220092713,1
890,2023-08-31,referral,organic,referral,84.47,4863,6850,828,810.62,22.0,23%,8m 38s,Mobile,Chrome,3,5,0.08067688172725496,1
891,2022-03-19,referral,paid,organic,73.59,1345,8728,992,945.86,11.0,25%,8m 14s,Mobile,Safari,2,3,0.07199754694905691,1
892,2023-05-12,enterprisemarketingportal,organic,referral,98.83,7549,2485,895,661.09,18.0,25%,10m 46s,Desktop,Chrome,2,3,0.031628310646897195,1
893,2021-06-01,brightedge,paid,referral,91.89,6206,4784,802,634.72,21.0,18%,3m 35s,Mobile,Firefox,4,4,0.08519521480246489,1
894,2023-07-16,brightedge,referral,chrome_launch_switch,30.18,4746,6370,629,86.02,21.0,14%,2m 41s,Desktop,Safari,4,5,0.09059587245928674,1
895,2021-02-06,referral,paid,direct,65.17,4957,1772,498,132.8,22.0,9%,10m 33s,Desktop,Firefox,2,4,0.11360816843606425,1
896,2023-01-31,enterprisemarketingportal,none,referral,51.58,4356,6287,406,80.02,20.0,15%,2m 46s,Desktop,Firefox,3,4,0.12131185348275264,1
897,2022-04-06,brightedge,none,direct,10.92,3020,2966,241,155.46,22.0,8%,1m 20s,Desktop,Chrome,5,4,0.07788525768532262,1
898,2022-05-08,google,organic,direct,59.19,1483,2995,303,730.9,27.0,9%,4m 22s,Mobile,Chrome,1,5,0.048550319979638434,1
899,2022-08-18,referral,paid,referral,80.05,7954,2857,128,663.27,24.0,14%,6m 26s,Mobile,Chrome,5,5,0.06769101799230637,1
900,2022-09-30,google,none,organic,53.08,5352,4185,855,923.66,12.0,13%,5m 4s,Mobile,Chrome,1,3,0.09898741592245885,1
901,2021-10-09,referral,none,chrome_launch_switch,11.14,9900,8320,97,748.43,28.0,8%,4m 18s,Desktop,Safari,1,5,-0.025638233266144783,-1
902,2023-06-18,brightedge,none,organic,96.46,8774,8230,872,324.95,26.0,5%,10m 56s,Mobile,Safari,3,5,0.01261452583132805,1
903,2023-06-03,brightedge,none,referral,14.62,4603,6756,60,674.55,28.0,18%,4m 41s,Mobile,Chrome,1,4,0.049057400103742266,1
904,2021-04-01,enterprisemarketingportal,referral,organic,97.78,1106,1200,537,285.3,17.0,25%,5m 54s,Mobile,Safari,3,4,0.027431092707516758,1
905,2023-02-06,referral,none,referral,20.56,6253,3314,929,83.11,20.0,22%,10m 42s,Mobile,Chrome,2,4,0.09860644169373833,1
906,2022-10-07,enterprisemarketingportal,paid,organic,47.32,7943,7170,385,982.8,27.0,10%,2m 8s,Desktop,Firefox,2,4,0.08663154476484364,1
907,2023-05-07,referral,paid,direct,20.58,8734,8849,639,694.44,18.0,6%,6m 5s,Mobile,Chrome,2,4,0.09809074603887102,1
908,2021-02-14,google,none,referral,12.57,1924,1096,645,863.0,20.0,17%,1m 28s,Mobile,Safari,2,4,0.07578761536681644,1
909,2021-11-01,brightedge,paid,chrome_launch_switch,50.85,9375,2038,71,883.02,17.0,15%,4m 33s,Desktop,Safari,5,5,0.05943980610828137,1
910,2021-03-23,brightedge,organic,chrome_launch_switch,72.71,6811,6517,590,826.22,9.0,11%,5m 2s,Desktop,Firefox,2,3,0.08511056259839911,1
911,2022-08-04,referral,referral,direct,43.52,9529,5167,461,635.77,15.0,19%,9m 50s,Desktop,Safari,1,3,0.07146792008433855,1
912,2023-09-03,brightedge,none,referral,99.15,5563,2113,700,371.37,30.0,19%,1m 6s,Desktop,Safari,1,3,-0.022267229376486952,-1
913,2023-04-05,referral,none,direct,93.18,9362,6266,569,944.11,17.0,23%,5m 46s,Mobile,Safari,1,5,0.02569431332832106,1
914,2022-02-17,google,organic,chrome_launch_switch,93.65,9039,2182,823,339.99,15.0,6%,6m 16s,Mobile,Safari,4,3,0.0412912255155129,1
915,2022-04-30,enterprisemarketingportal,referral,direct,35.3,6964,3784,75,246.71,11.0,23%,8m 16s,Desktop,Chrome,5,5,0.0871384136493476,1
916,2022-06-07,referral,referral,chrome_launch_switch,47.11,1005,4229,885,662.67,19.0,23%,1m 13s,Desktop,Chrome,5,3,0.06373384144042038,1
917,2021-07-03,enterprisemarketingportal,referral,referral,4.39,352,6946,880,259.06,11.0,6%,6m 36s,Desktop,Safari,1,4,0.014503858169808037,1
918,2022-02-13,referral,paid,organic,59.33,1033,4719,112,301.39,7.0,8%,8m 29s,Desktop,Chrome,4,4,0.07497779046765773,1
919,2021-03-28,enterprisemarketingportal,none,organic,16.26,9281,7242,568,827.8,26.0,22%,1m 38s,Mobile,Safari,1,3,0.030906158706955678,1
920,2023-02-27,brightedge,referral,chrome_launch_switch,64.24,4343,348,569,609.81,22.0,5%,9m 16s,Desktop,Safari,2,5,0.09814072416230263,1
921,2022-10-14,brightedge,organic,organic,24.34,3401,3123,181,727.15,30.0,22%,2m 52s,Mobile,Safari,1,4,0.021787010597154266,1
922,2021-12-14,brightedge,organic,chrome_launch_switch,98.25,8692,5104,839,910.04,18.0,22%,1m 35s,Desktop,Chrome,3,4,0.032393729359780576,1
