date,source,medium,campaign,cost,impressions,clicks,users,revenue,conversion_rate,bounce_rate,time_on_site,device_type,browser,satisfaction_score,feedback_score
2021-11-01,brightedge,paid,chrome_launch_switch,50.85,9375,2038,71,883.02,17%,15%,4m 33s,Desktop,Safari,5,5
2021-03-23,brightedge,organic,chrome_launch_switch,72.71,6811,6517,590,826.22,9%,11%,5m 2s,Desktop,Firefox,2,3
2022-08-04,referral,referral,direct,43.52,9529,5167,461,635.77,15%,19%,9m 50s,Desktop,Safari,1,3
2023-09-03,brightedge,none,referral,99.15,5563,2113,700,371.37,30%,19%,1m 6s,Desktop,Safari,1,3
2023-04-05,referral,none,direct,93.18,9362,6266,569,944.11,17%,23%,5m 46s,Mobile,Safari,1,5
2022-02-17,google,organic,chrome_launch_switch,93.65,9039,2182,823,339.99,15%,6%,6m 16s,Mobile,Safari,4,3
2022-04-30,enterprisemarketingportal,referral,direct,35.3,6964,3784,75,246.71,11%,23%,8m 16s,Desktop,Chrome,5,5
2022-06-07,referral,referral,chrome_launch_switch,47.11,1005,4229,885,662.67,19%,23%,1m 13s,Desktop,Chrome,5,3
2021-07-03,enterprisemarketingportal,referral,referral,4.39,352,6946,880,259.06,11%,6%,6m 36s,Desktop,Safari,1,4
2022-02-13,referral,paid,organic,59.33,1033,4719,112,301.39,7%,8%,8m 29s,Desktop,Chrome,4,4
2021-03-28,enterprisemarketingportal,none,organic,16.26,9281,7242,568,827.8,26%,22%,1m 38s,Mobile,Safari,1,3
2023-02-27,brightedge,referral,chrome_launch_switch,64.24,4343,348,569,609.81,22%,5%,9m 16s,Desktop,Safari,2,5
2022-10-14,brightedge,organic,organic,24.34,3401,3123,181,727.15,30%,22%,2m 52s,Mobile,Safari,1,4
2021-12-14,brightedge,organic,chrome_launch_switch,98.25,8692,5104,839,910.04,18%,22%,1m 35s,Desktop,Chrome,3,4
2022-06-02,enterprisemarketingportal,none,direct,19.76,9686,5604,606,709.43,14%,25%,8m 6s,Mobile,Safari,1,4
2022-08-04,brightedge,paid,chrome_launch_switch,65.0,4950,6748,853,349.47,24%,17%,7m 17s,Desktop,Safari,3,5
2021-05-19,brightedge,none,chrome_launch_switch,77.3,3856,998,486,304.16,6%,14%,9m 25s,Mobile,Chrome,3,5
2021-12-23,referral,organic,direct,70.87,7907,5260,509,406.32,9%,15%,10m 21s,Mobile,Chrome,1,4
2021-10-07,brightedge,none,referral,9.92,8631,1948,112,658.78,24%,13%,2m 25s,Mobile,Firefox,3,4
2022-02-21,enterprisemarketingportal,none,organic,95.85,6111,6229,413,7.81,8%,14%,5m 18s,Mobile,Chrome,4,3
2022-11-12,referral,referral,chrome_launch_switch,36.75,8826,8291,952,441.82,1%,13%,5m 59s,Desktop,Safari,2,3
2021-04-18,referral,organic,direct,83.38,8490,3316,759,249.46,2%,24%,9m 48s,Desktop,Firefox,2,4
2023-12-08,enterprisemarketingportal,referral,organic,32.86,7924,7306,23,327.56,24%,13%,6m 55s,Mobile,Safari,3,5
2022-03-28,google,organic,organic,76.3,5330,822,443,482.1,5%,24%,2m 32s,Mobile,Firefox,1,3
2022-01-02,enterprisemarketingportal,organic,direct,69.15,6886,5393,660,83.36,23%,17%,4m 29s,Mobile,Firefox,1,5
2021-11-02,referral,referral,referral,39.58,1900,3081,214,564.47,14%,23%,3m 4s,Desktop,Chrome,3,4
2021-12-19,referral,none,referral,66.5,3801,2819,975,482.53,14%,22%,6m 8s,Mobile,Safari,4,4
2022-01-04,brightedge,organic,referral,68.2,7706,7601,332,576.36,27%,25%,5m 45s,Mobile,Chrome,2,5
2021-02-19,brightedge,none,direct,49.37,786,7253,314,15.65,17%,5%,1m 32s,Mobile,Chrome,3,5
2022-06-13,referral,organic,chrome_launch_switch,5.91,3082,2001,671,292.96,23%,15%,8m 21s,Mobile,Safari,2,3
2021-06-28,google,paid,organic,25.77,1442,766,323,493.8,9%,24%,8m 25s,Desktop,Firefox,3,3
2021-09-09,referral,none,chrome_launch_switch,6.97,4961,1780,810,324.27,7%,21%,10m 57s,Mobile,Safari,5,3
2021-07-21,enterprisemarketingportal,organic,organic,45.2,2370,1810,36,101.98,16%,18%,5m 23s,Desktop,Safari,4,4
2021-11-13,google,paid,chrome_launch_switch,77.11,2620,5569,632,932.37,16%,5%,2m 40s,Mobile,Safari,2,4
2023-09-02,referral,referral,organic,26.47,1536,5784,172,623.16,15%,18%,4m 47s,Desktop,Safari,4,3
2022-09-09,referral,paid,referral,21.84,7450,60,497,217.98,17%,21%,6m 16s,Mobile,Firefox,1,5
2023-09-19,enterprisemarketingportal,none,organic,56.44,9760,4721,774,908.75,29%,16%,7m 55s,Mobile,Chrome,4,4
2023-06-08,brightedge,referral,referral,58.77,13,3028,387,459.31,10%,22%,7m 15s,Mobile,Chrome,5,5
2021-12-28,google,referral,direct,43.63,4348,4735,141,337.96,13%,10%,2m 56s,Mobile,Firefox,1,5
2021-08-26,google,none,chrome_launch_switch,12.98,1939,6418,75,162.24,16%,6%,8m 7s,Mobile,Safari,1,5
2023-04-30,enterprisemarketingportal,paid,direct,86.26,7453,2425,152,350.01,29%,14%,10m 58s,Desktop,Firefox,2,5
2023-11-24,enterprisemarketingportal,none,chrome_launch_switch,99.05,4171,982,274,288.61,28%,21%,9m 30s,Mobile,Chrome,1,5
2023-03-04,enterprisemarketingportal,referral,direct,36.31,6010,1536,823,597.8,28%,12%,4m 38s,Desktop,Firefox,1,4
2022-04-04,enterprisemarketingportal,organic,organic,74.91,8959,5530,329,338.29,29%,14%,5m 8s,Desktop,Chrome,2,4
2021-09-07,google,organic,referral,90.36,7599,3764,192,167.68,10%,14%,5m 4s,Desktop,Firefox,4,5
2022-12-23,enterprisemarketingportal,organic,direct,85.14,6962,8112,477,6.43,8%,24%,8m 3s,Desktop,Safari,4,3
2023-03-26,enterprisemarketingportal,none,referral,87.53,6233,106,977,863.15,14%,10%,9m 37s,Desktop,Safari,3,4
2022-10-02,referral,paid,chrome_launch_switch,60.6,8526,5868,699,427.4,26%,11%,10m 49s,Desktop,Safari,2,4
2023-09-15,referral,none,organic,65.45,5814,5761,792,83.49,10%,22%,6m 10s,Desktop,Firefox,2,3
2023-04-25,google,referral,referral,84.25,2287,2539,779,279.6,26%,17%,2m 10s,Mobile,Chrome,5,4
2023-05-27,referral,paid,chrome_launch_switch,35.49,6523,5946,894,345.28,19%,11%,1m 59s,Mobile,Safari,5,3
2021-02-18,referral,none,direct,45.06,1469,237,730,215.59,19%,7%,1m 2s,Desktop,Chrome,3,3
2021-02-23,enterprisemarketingportal,paid,referral,88.39,6883,3237,230,372.45,6%,18%,9m 8s,Mobile,Chrome,4,3
2022-03-18,referral,paid,direct,13.29,1830,7383,427,331.46,13%,15%,3m 9s,Mobile,Firefox,5,5
2023-03-07,google,organic,direct,83.68,2382,89,670,17.98,14%,16%,6m 1s,Mobile,Chrome,3,5
2023-01-01,brightedge,referral,organic,88.27,3657,5170,223,220.25,11%,10%,4m 49s,Desktop,Chrome,3,3
2023-07-05,enterprisemarketingportal,none,chrome_launch_switch,14.58,1208,8270,481,615.99,4%,21%,9m 46s,Mobile,Chrome,1,4
2021-11-21,referral,organic,chrome_launch_switch,95.36,9480,6797,376,613.4,14%,17%,9m 27s,Mobile,Chrome,3,3
2023-01-04,google,referral,referral,48.83,453,8615,574,372.46,18%,7%,5m 13s,Desktop,Chrome,5,5
2021-12-10,brightedge,none,organic,55.78,5949,6139,875,106.08,15%,21%,8m 24s,Mobile,Safari,1,3
2021-06-06,enterprisemarketingportal,paid,direct,95.55,5648,6285,808,654.56,6%,10%,9m 16s,Desktop,Firefox,5,3
2021-11-21,google,paid,chrome_launch_switch,85.03,3670,5542,462,283.24,10%,20%,3m 20s,Mobile,Safari,1,5
2023-03-09,enterprisemarketingportal,paid,referral,40.34,3665,4852,83,340.21,9%,12%,10m 28s,Desktop,Chrome,1,5
2021-04-01,google,paid,organic,66.55,1313,1054,403,114.81,17%,24%,4m 12s,Desktop,Safari,5,5
2023-02-06,referral,paid,direct,98.47,1848,754,481,326.84,9%,22%,9m 37s,Desktop,Chrome,4,5
2021-08-27,enterprisemarketingportal,none,organic,27.89,9128,4213,184,967.04,3%,16%,10m 9s,Desktop,Firefox,2,3
2021-06-29,brightedge,referral,chrome_launch_switch,25.52,3278,60,825,141.33,1%,13%,3m 27s,Mobile,Firefox,1,5
2022-12-07,enterprisemarketingportal,referral,organic,84.19,2303,4325,425,165.39,1%,25%,7m 59s,Mobile,Firefox,3,5
2023-10-04,referral,paid,direct,15.08,2457,122,560,111.34,4%,8%,6m 16s,Mobile,Safari,1,5
2023-08-16,enterprisemarketingportal,none,referral,6.57,2413,6687,736,119.62,22%,5%,4m 17s,Mobile,Firefox,2,5
2021-07-15,enterprisemarketingportal,none,direct,43.05,3948,6963,943,170.6,17%,13%,7m 42s,Desktop,Firefox,1,5
2023-10-12,google,paid,referral,62.08,4325,7897,849,85.07,18%,25%,1m 56s,Desktop,Firefox,4,4
2023-05-18,referral,referral,direct,52.95,4702,3794,643,449.43,15%,20%,3m 57s,Desktop,Chrome,2,5
2021-02-01,google,referral,chrome_launch_switch,27.45,3451,2700,141,264.02,7%,19%,2m 25s,Desktop,Chrome,1,5
2021-05-15,referral,none,direct,71.89,8819,8438,492,640.39,16%,6%,4m 33s,Mobile,Firefox,4,4
2022-05-30,enterprisemarketingportal,organic,referral,86.36,1824,486,577,771.92,20%,23%,10m 32s,Desktop,Safari,4,4
2023-02-25,google,organic,referral,9.48,8671,7628,744,488.17,26%,25%,4m 39s,Desktop,Firefox,5,5
2023-06-10,brightedge,paid,referral,38.01,5951,54,160,33.8,22%,14%,10m 36s,Desktop,Firefox,5,4
2021-02-08,google,organic,organic,59.8,5141,3945,787,94.12,8%,12%,5m 46s,Desktop,Firefox,3,5
2023-12-09,referral,referral,organic,3.5,7151,6426,677,623.51,4%,23%,5m 45s,Desktop,Safari,4,3
2021-03-03,enterprisemarketingportal,paid,organic,51.66,4550,4854,525,870.22,27%,11%,8m 13s,Desktop,Firefox,1,3
2022-04-10,enterprisemarketingportal,none,referral,88.72,3633,5499,184,771.3,14%,25%,3m 28s,Desktop,Safari,1,3
2023-04-16,brightedge,organic,organic,25.29,1813,7545,554,737.89,6%,18%,3m 15s,Desktop,Safari,4,4
2023-10-12,referral,none,organic,94.47,6610,6610,247,291.44,10%,23%,4m 52s,Desktop,Chrome,5,3
2021-07-20,enterprisemarketingportal,paid,referral,37.22,9560,1393,608,184.55,18%,7%,10m 49s,Desktop,Firefox,4,5
2021-09-04,brightedge,organic,referral,95.63,667,7540,841,511.6,12%,16%,3m 31s,Desktop,Firefox,5,4
2021-01-27,google,referral,chrome_launch_switch,2.93,1260,2625,124,368.24,19%,23%,7m 27s,Mobile,Chrome,4,4
2021-03-10,google,paid,chrome_launch_switch,97.54,8464,6888,168,562.88,22%,14%,7m 2s,Mobile,Firefox,1,5
2021-02-23,enterprisemarketingportal,referral,chrome_launch_switch,89.36,1049,5586,68,60.45,15%,25%,5m 58s,Desktop,Chrome,5,5
2023-09-14,google,paid,chrome_launch_switch,24.1,1108,1489,590,41.91,22%,19%,8m 31s,Mobile,Safari,4,3
2022-02-05,referral,referral,direct,5.23,9631,4518,922,771.04,26%,8%,4m 28s,Mobile,Firefox,2,4
